2023 Spring ASA Elections

SubmissionId,"Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 1","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 2","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 3","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 4","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 5","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 6","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 7","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 1","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 2","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 3","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 4","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 5","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 6","Please rank the candidates for international Senator in order of preference. Two (2) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 3 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank one (1) of the candidates,use rank 1. - 1","Please rank the candidates for international Senator in order of preference. Two (2) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 3 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank one (1) of the candidates,use rank 1. - 2","Please rank the candidates for international Senator in order of preference. Two (2) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 3 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank one (1) of the candidates,use rank 1. - 3"
"6677502","Emma Powers","Abbey Allen","Susana Gebrekidan","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Annie Johnston","Hananiya Arega","Gabi Jancikova","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"7184729","","","","","","","","","","","","","","","",""
"6685593","Gracen Juffer","Emma Powers","Ian Kelly","Susana Gebrekidan","Carson Steichen","Elijah Schipper","Abbey Allen","","","","","","","","",""
"6685571","Emma Powers","Carson Steichen","","","","","","Annie Johnston","Gabi Jancikova","","","","","","",""
"6685560","Ian Kelly","Emma Powers","Abbey Allen","Gracen Juffer","Carson Steichen","Susana Gebrekidan","Elijah Schipper","Annie Johnston","Noah Everson","Gabi Jancikova","Nasteho Abdi","Raleigh Lunderman","Hananiya Arega","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6685501","Susana Gebrekidan","Gracen Juffer","Ian Kelly","Elijah Schipper","Carson Steichen","Emma Powers","Abbey Allen","Gabi Jancikova","Raleigh Lunderman","Hananiya Arega","Annie Johnston","Nasteho Abdi","Noah Everson","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6685479","Elijah Schipper","Abbey Allen","Ian Kelly","Carson Steichen","Susana Gebrekidan","Gracen Juffer","Emma Powers","","","","","","","","",""
"6685477","","","","","","","","Noah Everson","Gabi Jancikova","","","","","","",""
"6685468","Carson Steichen","Abbey Allen","Susana Gebrekidan","Gracen Juffer","Ian Kelly","Emma Powers","Elijah Schipper","Gabi Jancikova","Annie Johnston","Hananiya Arega","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6685463","","","","","","","","Noah Everson","Raleigh Lunderman","Gabi Jancikova","Annie Johnston","Nasteho Abdi","Hananiya Arega","Amy Kim","",""
"6685407","Emma Powers","Gracen Juffer","Abbey Allen","Ian Kelly","","","","Hananiya Arega","Gabi Jancikova","Nasteho Abdi","","","","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6685395","Carson Steichen","Emma Powers","Elijah Schipper","","","","","","","","","","","","",""
"6685390","Elijah Schipper","Abbey Allen","Emma Powers","Carson Steichen","Ian Kelly","Gracen Juffer","","Nasteho Abdi","Gabi Jancikova","Annie Johnston","Noah Everson","","","","",""
"6685356","Elijah Schipper","Ian Kelly","Carson Steichen","Susana Gebrekidan","","","","Noah Everson","Raleigh Lunderman","Gabi Jancikova","","","","Amy Kim","",""
"6685355","Gracen Juffer","Carson Steichen","Emma Powers","Elijah Schipper","Ian Kelly","Susana Gebrekidan","Abbey Allen","Gabi Jancikova","Noah Everson","Raleigh Lunderman","Hananiya Arega","Annie Johnston","Nasteho Abdi","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6685351","Gracen Juffer","Carson Steichen","Ian Kelly","Elijah Schipper","Susana Gebrekidan","Abbey Allen","Emma Powers","Noah Everson","Nasteho Abdi","Gabi Jancikova","Annie Johnston","Hananiya Arega","Raleigh Lunderman","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6685167","Gracen Juffer","","","","","","","","","","","","","","",""
"6685154","Abbey Allen","Emma Powers","Susana Gebrekidan","Ian Kelly","","","","Annie Johnston","Noah Everson","Gabi Jancikova","Hananiya Arega","Nasteho Abdi","Raleigh Lunderman","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6685107","","","","","","","","Annie Johnston","Noah Everson","Nasteho Abdi","","","","","",""
"6685004","Carson Steichen","Emma Powers","","","","","","Gabi Jancikova","Hananiya Arega","Noah Everson","Nasteho Abdi","","","Amy Kim","",""
"6684849","Emma Powers","Abbey Allen","","","","","","Gabi Jancikova","","","","","","Mariya Mamman","",""
"6684827","","","","","","","","Noah Everson","","","","","","Beatrice Anyim","Mariya Mamman",""
"6684643","","","","","","","","Gabi Jancikova","Noah Everson","Hananiya Arega","Raleigh Lunderman","Nasteho Abdi","Annie Johnston","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6684631","Abbey Allen","","","","","","","Annie Johnston","Noah Everson","Hananiya Arega","","","","Amy Kim","",""
"6684613","Emma Powers","Susana Gebrekidan","Abbey Allen","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Annie Johnston","Gabi Jancikova","","","","","Amy Kim","Mariya Mamman",""
"6684535","Ian Kelly","Abbey Allen","Carson Steichen","Emma Powers","Elijah Schipper","Gracen Juffer","Susana Gebrekidan","Noah Everson","Annie Johnston","Raleigh Lunderman","Gabi Jancikova","Hananiya Arega","Nasteho Abdi","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6684534","Susana Gebrekidan","Emma Powers","Carson Steichen","Ian Kelly","Elijah Schipper","Abbey Allen","Gracen Juffer","Raleigh Lunderman","Nasteho Abdi","Gabi Jancikova","Hananiya Arega","Noah Everson","Annie Johnston","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6684521","Abbey Allen","Emma Powers","Gracen Juffer","","","","","Annie Johnston","Raleigh Lunderman","Noah Everson","Hananiya Arega","Nasteho Abdi","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6683743","Susana Gebrekidan","Emma Powers","Abbey Allen","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Nasteho Abdi","Raleigh Lunderman","Annie Johnston","Hananiya Arega","Gabi Jancikova","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6683579","Susana Gebrekidan","","","","","","","Hananiya Arega","","","","","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6682980","Susana Gebrekidan","Abbey Allen","","","","","","Raleigh Lunderman","Nasteho Abdi","","","","","","",""
"6682966","Abbey Allen","Susana Gebrekidan","Gracen Juffer","Carson Steichen","Ian Kelly","Emma Powers","Elijah Schipper","Gabi Jancikova","Annie Johnston","Hananiya Arega","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6682770","Susana Gebrekidan","","","","","","","Raleigh Lunderman","Annie Johnston","Gabi Jancikova","Nasteho Abdi","Hananiya Arega","","Mariya Mamman","Amy Kim",""
"6682484","Gracen Juffer","Carson Steichen","Abbey Allen","Ian Kelly","Emma Powers","Elijah Schipper","Susana Gebrekidan","Noah Everson","Raleigh Lunderman","Nasteho Abdi","Annie Johnston","Hananiya Arega","Gabi Jancikova","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6682258","Emma Powers","Carson Steichen","Gracen Juffer","Ian Kelly","Elijah Schipper","Susana Gebrekidan","Abbey Allen","","","","","","","","",""
"6682244","Carson Steichen","Susana Gebrekidan","","","","","","Gabi Jancikova","Hananiya Arega","","","","","Amy Kim","Mariya Mamman",""
"6682185","","","","","","","","Nasteho Abdi","Raleigh Lunderman","Gabi Jancikova","Annie Johnston","Hananiya Arega","Noah Everson","","",""
"6681985","Abbey Allen","Susana Gebrekidan","Elijah Schipper","Emma Powers","Ian Kelly","Carson Steichen","Gracen Juffer","Annie Johnston","Nasteho Abdi","Raleigh Lunderman","Hananiya Arega","Noah Everson","Gabi Jancikova","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6681950","Abbey Allen","","","","","","","Noah Everson","","","","","","","",""
"6681479","Carson Steichen","Susana Gebrekidan","Emma Powers","Ian Kelly","Elijah Schipper","Gracen Juffer","Abbey Allen","Gabi Jancikova","Hananiya Arega","Annie Johnston","Noah Everson","Raleigh Lunderman","Nasteho Abdi","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6681407","Abbey Allen","Emma Powers","Susana Gebrekidan","","","","","Annie Johnston","Gabi Jancikova","Hananiya Arega","","","","Mariya Mamman","Amy Kim",""
"6681334","Susana Gebrekidan","Elijah Schipper","Emma Powers","Ian Kelly","Carson Steichen","Gracen Juffer","Abbey Allen","Gabi Jancikova","Hananiya Arega","Nasteho Abdi","Annie Johnston","Raleigh Lunderman","Noah Everson","Beatrice Anyim","Mariya Mamman","Amy Kim"
"6681216","Emma Powers","Susana Gebrekidan","Abbey Allen","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Annie Johnston","Hananiya Arega","Gabi Jancikova","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6681186","Emma Powers","Susana Gebrekidan","Abbey Allen","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Hananiya Arega","Gabi Jancikova","Annie Johnston","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6681132","","","","","","","","Gabi Jancikova","","","","","","Amy Kim","",""
"6680884","Emma Powers","Susana Gebrekidan","Elijah Schipper","Carson Steichen","Gracen Juffer","Ian Kelly","Abbey Allen","Annie Johnston","Hananiya Arega","Gabi Jancikova","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6680794","Emma Powers","Susana Gebrekidan","Abbey Allen","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Annie Johnston","Hananiya Arega","Gabi Jancikova","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6680660","Abbey Allen","Susana Gebrekidan","Gracen Juffer","Elijah Schipper","Emma Powers","","","","","","","","","","",""
"6680077","Susana Gebrekidan","Abbey Allen","Emma Powers","Carson Steichen","Gracen Juffer","Ian Kelly","Elijah Schipper","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Hananiya Arega","Annie Johnston","Gabi Jancikova","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6679534","Susana Gebrekidan","Emma Powers","Ian Kelly","Carson Steichen","Abbey Allen","Gracen Juffer","Elijah Schipper","Raleigh Lunderman","Nasteho Abdi","Annie Johnston","Hananiya Arega","Gabi Jancikova","Noah Everson","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6679464","","","","","","","","","","","","","","Mariya Mamman","",""
"6679315","Emma Powers","","","","","","","","","","","","","Beatrice Anyim","Amy Kim","Mariya Mamman"
"6679190","Carson Steichen","Abbey Allen","","","","","","","","","","","","Beatrice Anyim","Amy Kim","Mariya Mamman"
"6678818","Abbey Allen","Emma Powers","Gracen Juffer","Ian Kelly","Susana Gebrekidan","Carson Steichen","Elijah Schipper","Annie Johnston","Gabi Jancikova","Hananiya Arega","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6677883","","","","","","","","","","","","","","Beatrice Anyim","",""
"6676334","Gracen Juffer","Abbey Allen","Emma Powers","Elijah Schipper","Susana Gebrekidan","Ian Kelly","Carson Steichen","Annie Johnston","Gabi Jancikova","Hananiya Arega","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6676222","Carson Steichen","","","","","","","Noah Everson","","","","","","","",""
"6676211","Emma Powers","Elijah Schipper","Ian Kelly","Carson Steichen","Gracen Juffer","Abbey Allen","Susana Gebrekidan","Gabi Jancikova","Hananiya Arega","Annie Johnston","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6676179","Susana Gebrekidan","Emma Powers","Abbey Allen","Elijah Schipper","","","","Gabi Jancikova","Hananiya Arega","Annie Johnston","Noah Everson","","","Amy Kim","Mariya Mamman",""
"6676164","Gracen Juffer","","","","","","","","","","","","","Amy Kim","",""
"6676137","Gracen Juffer","Emma Powers","Abbey Allen","Elijah Schipper","Susana Gebrekidan","Carson Steichen","Ian Kelly","Annie Johnston","Gabi Jancikova","Hananiya Arega","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6676124","Emma Powers","Carson Steichen","Elijah Schipper","Abbey Allen","Ian Kelly","Gracen Juffer","Susana Gebrekidan","Gabi Jancikova","Hananiya Arega","Noah Everson","Annie Johnston","Nasteho Abdi","Raleigh Lunderman","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6675905","Gracen Juffer","","","","","","","Noah Everson","","","","","","","",""
"6675889","Abbey Allen","Carson Steichen","","","","","","Annie Johnston","Raleigh Lunderman","Gabi Jancikova","Nasteho Abdi","Noah Everson","Hananiya Arega","","",""
"6675874","Abbey Allen","Gracen Juffer","Carson Steichen","Ian Kelly","Emma Powers","Elijah Schipper","Susana Gebrekidan","Gabi Jancikova","Hananiya Arega","Noah Everson","Raleigh Lunderman","Annie Johnston","Nasteho Abdi","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6675862","Emma Powers","Susana Gebrekidan","Abbey Allen","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Annie Johnston","Gabi Jancikova","Hananiya Arega","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
